consommation,previsionJ
70686,70550
72144,72000
72908,72600
73672,73200
74129,73700
74585,74200
74612,74250
74639,74300
74549,74100
74459,73900
74192,73650
73925,73400
73412,72750
72899,72100
72341,71550
71783,71000
71395,70650
71008,70300
70795,70050
70583,69800
70530,69800
70478,69800
70249,69200
70020,68600
69764,69100
69507,69600
68811,67850
68115,66100
67405,65550
66696,65000
66024,64300
65353,63600
64695,62800
64037,62000
63612,61500
63188,61000
62801,60550
62415,60100
61958,59950
61501,59800
61416,59950
61331,60100
61393,60600
61456,61100
62138,61900
62820,62700
63958,64000
65095,65300
67159,68400
69223,71500
70115,71450
71007,71400
70519,70600
70032,69800
69123,68450
68214,67100
67279,66050
66345,65000
65622,64150
64900,63300
64177,62600
63454,61900
63433,62300
63413,62700
64130,63950
64847,65200
64538,65100
64230,65000
64171,64250
64112,63100
63340,62300
62569,61500
61457,60450
60345,59400
60629,60000
60913,60600
60752,60550
60591,60500
60458,59950
60325,59400
59637,58800
58949,58200
58411,57650
57872,57100
57422,56750
56971,56400
57036,56500
57102,56600
57310,57100
57519,57600
58499,58550
59479,59500
60382,60700
61285,61900
63104,63600
64922,65300
66222,66500
67522,67700
68566,68600
69611,69500
70195,70050
70780,70600
71142,70950
71505,71300
71425,71250
71345,71200
70949,70700
70552,70200
70036,69450
69519,68700
68804,68150
68089,67600
67594,67050
67100,66500
66936,66250
66772,66000
66695,66150
66617,66300
66320,65800
66022,65300
65694,65800
65366,66300
64562,64550
63758,62800
63097,62200
62437,61600
61747,61150
61057,60700
60411,59700
59765,58700
59338,58300
58910,57900
58532,57650
58154,57400
57974,57250
57793,57100
57702,57000
57611,56900
57862,57250
58114,57600
58803,58400
59491,59200
60787,60400
62082,61600
64187,64300
66293,67000
67127,67500
67961,68000
67447,67200
66933,66400
65798,65300
64663,64200
63769,63150
62875,62100
62053,61250
61232,60400
60567,59800
59902,59200
59835,59600
59769,60000
60649,61000
61530,62000
61293,61750
61055,61500
60875,60900
60694,59600
60047,58750
59400,57900
58341,57150
57282,56400
57343,56700
57403,57000
57270,56950
57137,56900
56995,56000
56853,55100
56063,54500
55273,53900
54908,53450
54543,53000
54206,52750
53870,52500
53846,52500
53823,52500
53932,52850
54041,53200
54992,54100
55942,55000
56914,56150
57885,57300
59721,59150
61557,61000
63045,62400
64532,63800
65541,64800
66549,65800
67005,66150
67461,66500
67744,66800
68028,67100
67986,66900
67945,66700
67721,66450
67497,66200
67146,65750
66794,65300
66275,64750
65755,64200
65437,64000
65119,63800
64940,63500
64761,63200
64820,63350
64880,63500
64715,63000
64550,62500
64444,63200
64338,63900
63718,62450
63098,61000
62421,60400
61745,59800
61168,59850
60591,59900
59852,58450
59114,57000
58696,56600
58279,56200
57880,55950
57482,55700
57197,55150
56912,54600
56727,54750
56542,54900
56576,55200
56609,55500
57216,56300
57822,57100
58939,58300
60057,59500
62152,61900
64247,64300
65058,64600
65868,64900
65371,64100
64874,63300
63704,62050
62534,60800
61718,59850
60903,58900
60256,58100
59609,57300
58878,56500
58148,55700
58088,56250
58028,56800
58891,57850
59753,58900
59332,58700
58910,58500
58787,57900
58664,57500
57841,56400
57018,55300
55943,54350
54868,53400
54877,53700
54886,54000
54744,54000
54602,54000
54314,53350
54026,52700
53284,51800
52542,50900
52157,50600
51771,50300
51451,50000
51131,49700
51165,49800
51199,49900
51284,50300
51368,50700
52318,51550
53269,52400
54213,53400
55157,54400
56924,56100
58691,57800
60023,59100
61356,60400
62226,61100
63096,61800
63592,62550
64087,63300
64513,63500
64938,63700
65262,64000
65586,64300
65525,64000
65464,63700
65378,63550
65293,63400
65206,63250
65119,63100
65100,63050
65080,63000
65203,63200
65326,63400
65574,63450
65823,63500
65785,63150
65748,62800
65875,63550
66002,64300
65401,63100
64799,61900
64284,61600
63769,61300
63194,60600
62619,59900
62000,59450
61381,59000
60919,58700
60458,58400
60072,58000
59687,57600
59293,57500
58898,57400
58655,57100
58413,56800
58720,57200
59027,57600
59458,58200
59889,58800
60834,59600
61778,60400
63166,62150
64555,63900
65159,64350
65762,64800
65236,64200
64710,63600
63849,62450
62987,61300
62035,60300
61082,59300
60341,58700
59600,58100
58952,57350
58303,56600
58366,56750
58430,56900
59252,57750
60075,58600
59652,58450
59229,58300
59017,57550
58805,57700
58153,56700
57502,55700
56229,54850
54957,54000
54823,54150
54689,54300
54360,53950
54032,53600
53716,52900
53400,52200
52527,51500
51653,50800
51176,50250
50699,49700
50221,49250
49742,48800
49505,48750
49268,48700
49241,48400
49214,48100
49647,48600
50081,49100
50394,49700
50708,50300
51447,50900
52185,51500
52434,51850
52683,52200
52987,52350
53292,52500
53945,53300
54598,54100
55349,54850
56100,55600
56807,56150
57515,56700
58084,57250
58653,57800
58867,57800
59081,57800
59007,57500
58932,57200
58928,57250
58924,57300
59010,57350
59095,57400
59458,58250
59821,59100
60253,59000
60685,58900
60782,59450
60880,60000
59885,58500
58890,57000
58182,56250
57474,55500
56775,54650
56076,53800
55427,53250
54778,52700
54402,52350
54025,52000
53626,51800
53227,51600
52973,51150
52719,50700
52650,50950
52581,51200
52792,51650
53004,52100
53573,52650
54143,53200
54936,54300
55728,55400
57181,57225
58633,59050
59649,59760
60666,60470
60408,59735
60150,59000
59277,58090
58405,57180
57701,56540
56996,55900
56599,55355
56202,54810
55703,54310
55203,53810
55455,54250
55707,54690
56674,55825
57642,56960
57413,56930
57185,56900
57027,56295
56869,55600
56288,54850
55707,54100
54617,53150
53527,52200
53476,52350
53424,52500
53117,52450
52809,52400
52446,51550
52082,50700
51236,49950
50390,49200
49962,48850
49533,48500
48976,47900
48419,47300
48147,47050
47875,46800
47636,46550
47397,46300
47637,46550
47877,46800
47903,46900
47929,47000
48424,47500
48919,48000
48894,48000
48869,48000
49114,48150
49359,48300
49776,48900
50194,49500
50840,49950
51487,50400
52217,51150
52947,51900
53721,52500
54496,53100
55102,53600
55708,54100
56155,54550
56603,55000
56958,55200
57312,55400
57935,56250
58558,57100
59176,57900
59794,58700
60276,58400
60758,58100
60825,59000
60891,59900
59746,58000
58600,56100
57789,55450
56977,54800
56269,54200
55561,53600
54963,52800
54366,52000
53949,51900
53533,51800
53064,51350
52596,50900
52318,50650
52040,50400
51984,50650
51929,50900
52224,51150
52519,51400
53117,52350
53715,53300
54818,54000
55920,54700
57565,56650
59209,58600
60503,59750
61796,60900
61786,60550
61776,60200
60972,59600
60168,59000
59615,58500
59063,58000
58427,57250
57791,56500
57253,55900
56714,55300
56767,55750
56820,56200
57688,57100
58555,58000
58265,57800
57974,57600
57970,57050
57967,56800
57367,55900
56768,55000
55728,54200
54688,53400
54800,53800
54913,54200
54787,54150
54662,54100
54535,53450
54407,52800
53743,52200
53079,51600
52696,51250
52312,50900
51966,50750
51620,50600
51727,50650
51834,50700
52065,51200
52297,51700
53596,52950
54896,54200
55915,55250
56933,56300
58983,58700
61033,61100
62362,62450
63691,63800
64875,64700
66059,65600
66635,66150
67211,66700
67450,67050
67688,67400
67758,67500
67828,67600
67597,67200
67366,66800
66954,66300
66541,65800
65984,65200
65427,64600
65069,64250
64710,63900
64532,63550
64353,63200
64358,63400
64363,63600
64321,63150
64279,62700
64192,63350
64105,64000
63511,62700
62918,61400
62341,60900
61764,60400
61227,59850
60689,59300
60059,58800
59428,58300
58983,57800
58537,57300
58163,56950
57789,56600
57470,56350
57150,56100
56996,56050
56842,56000
56921,56200
56999,56400
57441,57150
57884,57900
58952,59150
60021,60400
61966,62600
63911,64800
64847,65150
65784,65500
65292,64900
64801,64300
63491,63050
62181,61800
61204,60650
60226,59500
59392,58450
58558,57400
57787,56700
57015,56000
57091,56350
57167,56700
57902,57650
58638,58600
58252,58400
57866,58200
57589,57600
57313,56400
56676,55700
56039,55000
54887,54150
53736,53300
53684,53400
53633,53500
53465,53100
53297,52700
53014,52150
52731,51600
52001,50900
51271,50200
50768,49700
50264,49200
49916,49000
49568,48800
49508,48600
49449,48400
49632,48950
49816,49500
50736,50400
51657,51300
52581,52400
53506,53500
55390,55250
57273,57000
58420,58250
59567,59500
60708,60450
61848,61400
62554,62050
63260,62700
63818,63300
64375,63900
64719,64100
65064,64300
65262,64650
65461,65000
65504,64800
65547,64600
65440,64350
65334,64100
65354,64250
65374,64400
65304,64200
65233,64000
65492,64300
65751,64600
65635,64200
65520,63800
65310,64350
65100,64900
64413,63500
63727,62100
63096,61550
62465,61000
61775,60750
61086,60500
60508,59600
59929,58700
59466,58350
59002,58000
58625,57600
58248,57200
57958,57000
57667,56800
57408,56450
57150,56100
57133,56250
57116,56400
57529,56950
57942,57500
58813,58600
59685,59700
61324,61300
62963,62900
63806,63650
64648,64400
64173,63700
63699,63000
62492,61750
61285,60500
60209,59600
59132,58700
58274,57850
57416,57000
56633,56250
55850,55500
55825,55800
55801,56100
56592,56850
57382,57600
56991,57350
56600,57100
56399,56300
56198,55400
55386,54450
54574,53500
53485,53100
52395,52700
52531,52750
52668,52800
52439,52500
52211,52200
51959,51550
51707,50900
50934,50200
50161,49500
49687,48950
49213,48400
48833,48200
48453,48000
48459,48000
48465,48000
48589,48350
48714,48700
49665,49450
50617,50200
51499,51400
52380,52600
54055,54050
55729,55500
56694,56600
57660,57700
58690,58450
59721,59200
60552,60050
61383,60900
62083,61450
62783,62000
63140,62150
63496,62300
63715,62450
63934,62600
63942,62550
63950,62500
63872,62400
63793,62300
63763,62050
63733,61800
63821,62050
63909,62300
64308,62750
64707,63200
64726,62700
64746,62200
64735,63000
64725,63800
64007,62550
63290,61300
62727,60700
62164,60100
61533,59900
60903,59700
60370,58700
59837,57700
59425,57400
59013,57100
58700,56950
58387,56800
58079,56550
57772,56300
57610,56100
57449,55900
57488,56200
57528,56500
58029,57050
58531,57600
59534,58500
60537,59400
62192,61300
63848,63200
64488,63700
65127,64200
64463,63250
63800,62300
62433,61000
61067,59700
59981,58700
58895,57700
58063,56700
57232,55700
56431,54950
55631,54200
55666,54600
55700,55000
56466,56100
57232,57200
56856,56850
56480,56500
56332,55600
56185,55000
55524,54100
54863,53200
53804,52400
52745,51600
52689,51900
52632,52200
52465,52200
52298,52200
52096,51450
51894,50700
51095,49900
50297,49100
49858,48650
49419,48200
48984,47800
48549,47400
48622,47500
48696,47600
48858,48000
49020,48400
49995,49300
50970,50200
51915,51300
52860,52400
54666,53900
56473,55400
57585,56700
58698,58000
60017,59100
61337,60200
62103,61200
62870,62200
63422,62650
63974,63100
64358,63350
64742,63600
64940,63800
65138,64000
65082,63700
65026,63400
64991,63350
64956,63300
64901,63200
64846,63100
64889,63300
64932,63500
65266,63750
65600,64000
65564,63650
65527,63300
65455,63950
65383,64600
64904,63450
64425,62300
63952,61900
63478,61500
62902,61200
62326,60900
61755,60100
61183,59300
60805,58950
60428,58600
59954,58300
59480,58000
59209,57550
58938,57100
58762,56950
58586,56800
58646,57000
58705,57200
59152,57750
59600,58300
60460,59300
61320,60300
62796,62500
64272,64700
65079,65350
65887,66000
65496,64900
65106,63800
63961,62450
62816,61100
61876,60100
60935,59100
60147,58350
59359,57600
58604,56850
57850,56100
57898,56550
57947,57000
58754,58000
59562,59000
59182,58750
58802,58500
58702,57800
58602,57400
57926,56550
57250,55700
56165,54700
55079,53700
55110,54050
55140,54400
54972,54450
54803,54500
54630,53800
54457,53100
53724,52400
52991,51700
52624,51200
52257,50700
51922,50550
51587,50400
51566,50350
51545,50300
51864,51000
52183,51700
53143,52350
54103,53000
55039,54050
55974,55100
57834,56700
59694,58300
60792,59400
61889,60500
63072,61800
64255,63100
65075,63900
65894,64700
66333,65050
66772,65400
66935,65600
67098,65800
66915,65450
66733,65100
66569,64850
66405,64600
65937,64000
65469,63400
65144,63100
64820,62800
64575,62400
64330,62000
64301,62250
64272,62500
64329,62050
64387,61600
64234,62300
64082,63000
63353,61300
62623,59600
61926,58950
61229,58300
60526,58400
59823,58500
59197,57350
58571,56200
58067,55700
57563,55200
56988,54750
56412,54300
55958,53800
55504,53300
55301,52900
55098,52500
55272,52950
55446,53400
55929,54050
56413,54700
57100,55550
57787,56400
59126,58150
60466,59900
61598,60600
62730,61300
62635,60750
62540,60200
61703,59000
60866,57800
60014,57000
59162,56200
58644,55550
58126,54900
57483,54250
56840,53600
57007,54250
57175,54900
58019,56100
58863,57300
58438,57200
58013,57100
57810,56400
57608,55600
56974,54850
56341,54100
55123,53100
53906,52100
53795,52350
53684,52600
53411,52350
53137,52100
52831,51200
52525,50300
51790,49650
51055,49000
50592,48500
50129,48000
49704,47750
49279,47500
49089,47200
48900,46900
48920,47200
48940,47500
49369,47800
49799,48100
50176,48550
50554,49000
51360,49850
52166,50700
52259,50800
52351,50900
52807,51250
53262,51600
53830,52350
54399,53100
54852,53600
55305,54100
55693,54450
56080,54800
56345,55200
56609,55600
56545,55300
56482,55000
56269,54750
56057,54500
55782,54150
55508,53800
55505,53600
55502,53400
55587,54000
55672,54600
56006,54300
56340,54000
56277,54650
56214,55300
55271,53800
54327,52300
53444,51500
52561,50700
51889,50550
51217,50400
50453,49200
49689,48000
49263,47700
48837,47400
48330,46950
47824,46500
47591,46050
47359,45600
47159,45450
46958,45300
47297,45500
47635,45700
48209,46350
48783,47000
49801,47850
50820,48700
52303,50250
53786,51800
54962,53300
56139,54800
56378,54550
56617,54300
55853,53500
55088,52700
54558,52050
54028,51400
53555,50900
53082,50400
52769,50000
52455,49600
52769,50350
53083,51100
54126,52500
55168,53900
55040,54000
54912,54100
54804,53600
54696,53400
54148,52700
53601,52000
52614,51200
51628,50400
51492,50600
